time,ns1:ele,ns2:hr,ns2:cad
00:49:52,159.3999939,169,0
00:49:56,157.8000031,166,0
00:50:00,155.6000061,163,0
00:50:04,154.6000061,162,0
00:50:08,153.1999969,159,0
00:50:12,152.6000061,158,0
00:50:16,151.3999939,158,0
00:50:20,150.1999969,158,33
00:50:24,149.3999939,161,33
00:50:28,148.1999969,164,0
00:50:32,148.6000061,161,0
00:50:36,148.6000061,158,0
00:50:40,150.0,153,33
00:50:44,150.1999969,150,34
00:50:48,150.1999969,151,35
00:50:52,150.1999969,152,35
00:50:56,150.1999969,154,50
00:51:00,150.6000061,158,49
00:51:04,150.6000061,162,51
00:51:08,150.6000061,165,49
00:51:12,150.8000031,168,45
00:51:16,150.8000031,169,46
00:51:20,150.8000031,172,55
00:51:24,150.8000031,175,58
00:51:28,150.6000061,177,58
00:51:32,149.3999939,173,0
00:51:36,147.8000031,170,0
00:51:40,147.0,170,58
00:51:44,147.0,170,53
00:51:48,147.0,167,0
00:51:52,146.8000031,164,0
00:51:56,146.6000061,161,40
00:52:00,148.0,160,32
00:52:04,147.1999969,157,32
00:52:08,147.0,157,32
00:52:12,146.8000031,154,32
00:52:16,146.3999939,151,32
00:52:20,146.0,147,0
00:52:24,146.0,144,0
00:52:28,146.0,140,37
00:52:32,145.3999939,138,37
00:52:36,144.8000031,137,47
00:52:40,144.0,135,58
00:52:44,144.8000031,135,120
00:52:48,145.1999969,136,43
00:52:52,145.8000031,139,47
00:52:56,146.3999939,142,34
00:53:00,147.3999939,145,44
00:53:04,147.8000031,148,43
00:53:08,148.0,151,40
00:53:12,148.3999939,154,45
00:53:16,149.0,157,43
00:53:20,149.0,160,45
00:53:24,149.0,163,42
00:53:28,149.0,166,51
00:53:32,149.0,169,51
00:53:36,149.0,170,50
00:53:40,150.1999969,169,0
00:53:44,150.0,166,0
00:53:48,149.3999939,163,0
00:53:52,148.8000031,159,0
00:53:56,147.8000031,155,0
00:54:00,148.1999969,152,0
00:54:04,148.1999969,149,0
00:54:08,147.8000031,152,36
00:54:12,148.1999969,155,36
00:54:16,150.6000061,156,30
00:54:20,151.0,156,30
00:54:24,153.1999969,153,44
00:54:28,153.8000031,153,45
00:54:32,154.6000061,157,60
00:54:36,154.8000031,160,60
00:54:40,155.1999969,163,50
00:54:44,156.3999939,166,43
00:54:48,158.3999939,169,36
00:54:52,160.1999969,172,36
00:54:56,161.6000061,174,40
00:55:00,163.1999969,177,48
00:55:04,165.1999969,179,36
00:55:08,165.3999939,178,36
00:55:12,165.3999939,178,36
00:55:16,163.8000031,177,0
00:55:20,160.3999939,174,0
00:55:24,158.6000061,171,0
00:55:28,156.3999939,168,0
00:55:32,154.3999939,167,0
00:55:36,153.1999969,163,0
00:55:40,152.3999939,160,0
00:55:44,151.0,158,0
00:55:48,149.8000031,158,33
00:55:52,149.0,158,33
00:55:56,148.1999969,161,33
00:56:00,148.1999969,158,54
00:56:04,148.3999939,157,54
00:56:08,148.8000031,153,0
00:56:12,148.3999939,151,0
00:56:16,150.1999969,149,33
00:56:20,150.3999939,149,33
00:56:24,150.8000031,152,44
00:56:28,151.0,156,41
00:56:32,151.1999969,159,45
00:56:36,151.1999969,162,44
00:56:40,151.1999969,163,44
00:56:44,151.1999969,164,44
00:56:48,151.1999969,167,36
00:56:52,151.0,170,46
00:56:56,149.6000061,168,0
00:57:00,148.8000031,167,0
00:57:04,147.0,164,0
00:57:08,147.0,162,0
00:57:12,147.0,159,0
00:57:16,146.8000031,156,0
00:57:20,146.3999939,153,0
00:57:24,146.6000061,150,0
00:57:28,147.0,153,30
00:57:32,147.3999939,153,51
00:57:36,146.8000031,152,41
00:57:40,146.3999939,151,55
00:57:44,146.0,150,58
00:57:48,146.0,151,59
00:57:52,146.0,149,35
00:57:56,146.0,149,0
00:58:00,145.1999969,147,0
00:58:04,144.6000061,145,0
00:58:08,144.8000031,141,36
00:58:12,145.0,141,36
00:58:16,145.0,144,36
00:58:20,145.0,145,36
00:58:24,145.3999939,148,44
00:58:28,146.6000061,151,45
00:58:32,147.1999969,154,43
00:58:36,147.8000031,157,43
00:58:40,149.0,160,44
00:58:44,149.1999969,163,37
00:58:48,149.1999969,165,44
00:58:52,149.3999939,168,50
00:58:56,149.6000061,171,47
00:59:00,150.0,169,0
00:59:04,149.1999969,166,0
00:59:08,148.8000031,163,0
00:59:12,147.8000031,159,0
00:59:16,148.0,155,0
00:59:20,148.0,151,44
00:59:24,147.8000031,151,44
00:59:28,147.8000031,153,44
00:59:32,147.8000031,155,44
00:59:36,147.8000031,157,44
00:59:40,147.8000031,157,44
00:59:44,148.0,160,44
00:59:48,148.1999969,162,40
00:59:52,150.8000031,162,51
00:59:56,153.3999939,163,46
01:00:00,154.6000061,163,43
01:00:04,154.8000031,166,45
01:00:08,155.0,169,38
01:00:12,155.6000061,170,43
01:00:16,157.3999939,173,47
01:00:20,157.8000031,174,57
01:00:24,160.6000061,175,53
01:00:28,161.1999969,176,51
01:00:32,162.1999969,179,46
01:00:36,163.8000031,182,39
01:00:40,164.6000061,183,39
01:00:44,165.1999969,183,52
01:00:48,165.1999969,182,46
01:00:52,165.3999939,183,46
01:00:56,165.6000061,182,44
01:01:00,163.0,179,0
01:01:04,159.6000061,174,0
01:01:08,156.8000031,171,0
01:01:12,154.3999939,167,0
01:01:16,153.6000061,166,0
01:01:20,152.1999969,166,0
01:01:24,151.6000061,163,0
01:01:28,151.0,163,0
01:01:32,149.8000031,162,55
01:01:36,149.0,163,55
01:01:40,148.0,166,55
01:01:44,148.0,162,0
01:01:48,148.1999969,159,0
01:01:52,148.8000031,157,0
01:01:56,148.3999939,154,0
01:02:00,148.3999939,149,0
01:02:04,149.3999939,146,0
01:02:08,150.3999939,149,55
01:02:12,150.3999939,152,39
01:02:16,150.6000061,155,35
01:02:20,150.6000061,158,35
01:02:24,150.8000031,161,35
01:02:28,150.8000031,165,35
01:02:32,151.0,168,35
01:02:36,151.0,171,35
01:02:40,151.0,174,35
01:02:44,150.6000061,177,35
01:02:48,148.8000031,175,0
01:02:52,148.1999969,172,0
01:02:56,146.6000061,171,0
01:03:00,146.8000031,168,0
01:03:04,147.0,164,0
01:03:08,146.8000031,162,0
01:03:12,146.6000061,159,0
01:03:16,147.3999939,160,0
01:03:20,148.0,157,47
01:03:24,147.1999969,154,54
01:03:28,146.8000031,153,44
01:03:32,146.1999969,150,40
01:03:36,146.0,147,33
01:03:40,146.0,144,33
01:03:44,145.6000061,141,0
01:03:48,145.0,139,0
01:03:52,144.6000061,136,0
01:03:56,144.0,134,0
01:04:00,145.3999939,137,34
01:04:04,146.1999969,140,55
01:04:08,146.8000031,143,55
01:04:12,147.1999969,146,41
01:04:16,147.3999939,149,43
01:04:20,147.6000061,153,42
01:04:24,147.8000031,156,0
01:04:28,148.3999939,159,31
01:04:32,148.6000061,160,31
01:04:36,148.6000061,163,31
01:04:40,148.6000061,165,46
01:04:44,148.8000031,168,40
01:04:48,149.0,168,53
01:04:52,149.0,168,52
01:04:56,149.1999969,168,56
01:05:00,149.6000061,168,56
01:05:04,149.6000061,167,56
01:05:08,149.8000031,167,0
01:05:12,149.0,164,0
01:05:16,148.6000061,160,0
01:05:20,147.3999939,154,0
01:05:24,147.8000031,151,0
01:05:28,148.0,150,0
01:05:32,147.8000031,146,0
01:05:36,147.6000061,149,36
01:05:40,147.8000031,150,37
01:05:44,148.0,153,38
01:05:48,148.1999969,155,34
01:05:52,150.3999939,158,48
01:05:56,151.1999969,156,42
01:06:00,151.8000031,154,40
01:06:04,152.0,153,35
01:06:08,152.6000061,152,38
01:06:12,153.0,149,38
01:06:16,154.1999969,146,44
01:06:20,154.3999939,149,44
01:06:24,155.0,151,46
01:06:28,155.0,152,45
01:06:32,155.1999969,152,45
01:06:36,157.1999969,155,45
01:06:40,158.3999939,158,46
01:06:44,159.0,159,46
01:06:48,160.1999969,162,48
01:06:52,160.8000031,164,56
01:06:56,161.1999969,167,47
01:07:00,162.0,170,42
01:07:04,162.3999939,173,43
01:07:08,163.3999939,175,42
01:07:12,165.1999969,176,38
01:07:16,165.3999939,177,46
01:07:20,163.3999939,174,0
01:07:24,160.1999969,171,0
01:07:28,158.6000061,168,0
01:07:32,156.3999939,164,0
01:07:36,155.0,162,0
01:07:40,153.1999969,161,0
01:07:44,152.3999939,159,0
01:07:48,151.0,158,0
01:07:52,149.6000061,155,0
01:07:56,149.0,155,31
01:08:00,148.1999969,157,36
01:08:04,148.1999969,156,0
01:08:08,148.1999969,156,40
01:08:12,148.3999939,153,40
01:08:16,148.6000061,151,0
01:08:20,148.3999939,148,0
01:08:24,148.1999969,145,0
01:08:28,149.0,142,0
01:08:32,150.1999969,138,0
01:08:36,150.3999939,141,40
01:08:40,150.3999939,144,40
01:08:44,150.6000061,147,40
01:08:48,150.8000031,151,40
01:08:52,150.8000031,154,40
01:08:56,150.8000031,157,40
01:09:00,151.0,161,40
01:09:04,151.1999969,164,40
01:09:08,151.1999969,167,40
01:09:12,151.0,172,40
01:09:16,151.0,172,41
01:09:20,149.6000061,169,0
01:09:24,149.3999939,166,0
01:09:28,147.1999969,163,0
01:09:32,147.3999939,162,0
01:09:36,146.3999939,162,43
01:09:40,146.8000031,158,47
01:09:44,147.0,155,0
01:09:48,147.0,151,0
01:09:52,147.0,148,30
01:09:56,147.3999939,144,0
01:10:00,147.1999969,141,0
01:10:04,146.8000031,140,34
01:10:08,146.6000061,136,37
01:10:12,146.3999939,133,37
01:10:16,146.1999969,130,41
01:10:20,146.0,127,40
01:10:24,145.6000061,128,70
01:10:28,144.8000031,128,70
01:10:32,144.0,127,37
01:10:36,144.8000031,124,0
01:10:40,145.0,128,35
01:10:44,145.0,131,37
01:10:48,145.0,132,50
01:10:52,145.1999969,131,50
01:10:56,145.3999939,132,50
01:11:00,145.8000031,134,49
01:11:04,146.6000061,137,41
01:11:08,147.0,140,41
01:11:12,147.3999939,144,41
01:11:16,147.6000061,147,0
01:11:20,147.8000031,150,36
01:11:24,148.1999969,153,35
01:11:28,148.8000031,156,36
01:11:32,148.8000031,159,36
01:11:36,148.8000031,162,33
01:11:40,148.8000031,165,52
01:11:44,149.1999969,168,49
01:11:48,149.8000031,171,49
01:11:52,149.3999939,168,0
01:11:56,149.1999969,165,0
01:12:00,148.0,161,0
01:12:04,148.3999939,160,0
01:12:08,148.0,156,0
01:12:12,147.8000031,153,43
01:12:16,147.8000031,153,43
01:12:20,147.8000031,156,43
01:12:24,148.0,158,43
01:12:28,148.0,159,43
01:12:32,149.3999939,159,102
01:12:36,150.6000061,156,102
01:12:40,152.3999939,153,46
01:12:44,153.6000061,150,46
01:12:48,154.3999939,151,47
01:12:52,154.8000031,154,48
01:12:56,155.1999969,157,48
01:13:00,155.6000061,161,49
01:13:04,157.1999969,164,34
01:13:08,157.6000061,165,34
01:13:12,159.0,168,34
01:13:16,160.0,171,34
01:13:20,160.1999969,171,34
01:13:24,161.1999969,174,34
01:13:28,161.6000061,175,34
01:13:32,162.6000061,175,34
01:13:36,163.6000061,178,37
01:13:40,165.0,181,44
01:13:44,165.1999969,181,51
01:13:48,165.1999969,180,55
01:13:52,165.1999969,180,56
01:13:56,165.3999939,180,56
01:14:00,165.3999939,177,58
01:14:04,163.6000061,174,0
01:14:08,161.3999939,171,0
01:14:12,159.6000061,166,0
01:14:16,157.8000031,161,0
01:14:20,156.6000061,158,0
01:14:24,154.1999969,154,0
01:14:28,152.3999939,154,0
01:14:32,151.3999939,156,0
01:14:36,149.8000031,157,0
01:14:40,149.0,160,37
01:14:44,148.1999969,163,37
01:14:48,148.1999969,160,0
01:14:52,148.3999939,157,0
01:14:56,148.3999939,154,0
01:15:00,148.8000031,150,0
01:15:04,149.6000061,146,0
01:15:08,150.3999939,149,32
01:15:12,150.6000061,149,45
01:15:16,150.8000031,153,43
01:15:20,151.0,156,55
01:15:24,151.0,159,55
01:15:28,151.0,162,55
01:15:32,151.1999969,165,56
01:15:36,151.1999969,168,0
01:15:40,151.0,172,35
01:15:44,150.8000031,175,35
01:15:48,150.3999939,176,0
01:15:52,150.0,173,0
01:15:56,149.1999969,170,0
01:16:00,148.8000031,169,0
01:16:04,147.1999969,166,0
01:16:08,147.3999939,162,0
01:16:12,147.3999939,158,0
01:16:16,147.1999969,154,0
01:16:20,147.0,149,0
01:16:24,146.6000061,152,39
01:16:28,148.0,149,38
01:16:32,147.0,146,37
01:16:36,146.8000031,146,37
01:16:40,146.1999969,142,37
01:16:44,146.1999969,139,37
01:16:48,146.0,136,37
01:16:52,146.0,133,36
01:16:56,145.8000031,130,0
01:17:00,145.6000061,131,0
01:17:04,145.0,132,0
01:17:08,144.1999969,129,0
01:17:12,144.0,123,0
01:17:16,144.3999939,119,0
01:17:20,144.8000031,116,0
01:17:24,144.8000031,119,37
01:17:28,144.8000031,123,37
01:17:32,145.0,127,37
01:17:36,145.0,130,37
01:17:40,145.1999969,133,37
01:17:44,145.8000031,136,38
01:17:48,146.0,139,38
01:17:52,146.6000061,143,54
01:17:56,146.8000031,147,46
01:18:00,147.1999969,151,46
01:18:04,147.3999939,154,34
01:18:08,147.8000031,157,34
01:18:12,148.3999939,160,36
01:18:16,148.3999939,163,42
01:18:20,148.8000031,166,37
01:18:24,149.1999969,169,37
01:18:28,149.6000061,172,37
01:18:32,149.8000031,171,37
01:18:36,150.0,172,37
01:18:40,150.0,171,36
01:18:44,149.3999939,168,0
01:18:48,149.1999969,163,0
01:18:52,149.0,159,0
01:18:56,148.1999969,154,0
01:19:00,147.6000061,150,0
01:19:04,147.8000031,146,0
01:19:08,147.8000031,143,0
01:19:12,147.6000061,146,33
01:19:16,147.6000061,148,33
01:19:20,147.6000061,151,34
01:19:24,147.8000031,154,41
01:19:28,148.0,156,37
01:19:32,148.1999969,159,36
01:19:36,149.3999939,159,36
01:19:40,151.1999969,156,36
01:19:44,152.0,155,33
01:19:48,152.6000061,154,33
01:19:52,153.6000061,153,40
01:19:56,154.8000031,151,43
01:20:00,155.0,151,43
01:20:04,155.1999969,151,42
01:20:08,156.0,154,35
01:20:12,158.0,157,39
01:20:16,159.1999969,160,39
01:20:20,160.8000031,163,39
01:20:24,160.8000031,163,40
01:20:28,161.1999969,162,40
01:20:32,161.3999939,162,40
01:20:36,161.6000061,163,41
01:20:40,162.8000031,166,54
01:20:44,163.1999969,168,54
01:20:48,163.3999939,169,54
01:20:52,163.6000061,170,54
01:20:56,163.6000061,170,54
01:21:00,163.8000031,170,54
01:21:04,164.3999939,173,54
01:21:08,165.1999969,173,47
01:21:12,165.3999939,172,51
01:21:16,165.3999939,169,47
01:21:20,163.3999939,166,0
01:21:24,159.1999969,163,0
01:21:28,156.0,159,45
01:21:32,153.6000061,156,45
01:21:36,153.3999939,156,45
01:21:40,152.6000061,152,45
01:21:44,151.3999939,147,0
01:21:48,150.0,146,53
01:21:52,149.1999969,145,53
01:21:56,148.6000061,148,39
01:22:00,148.3999939,151,39
01:22:04,148.3999939,148,0
01:22:08,148.3999939,147,39
01:22:12,148.8000031,146,36
01:22:16,148.3999939,142,0
01:22:20,148.3999939,141,0
01:22:24,149.1999969,136,35
01:22:28,149.6000061,136,35
01:22:32,150.6000061,139,32
01:22:36,150.8000031,142,33
01:22:40,150.8000031,145,49
01:22:44,151.0,148,50
01:22:48,151.0,152,45
01:22:52,151.0,154,54
01:22:56,151.0,157,58
01:23:00,151.1999969,162,57
01:23:04,151.1999969,167,51
01:23:08,151.1999969,170,50
01:23:12,151.1999969,173,47
01:23:16,151.0,177,51
01:23:20,149.3999939,174,0
01:23:24,148.8000031,173,0
01:23:28,147.6000061,172,0
01:23:32,147.3999939,169,52
01:23:36,146.8000031,166,77
01:23:40,146.1999969,165,77
01:23:44,146.8000031,164,62
01:23:48,146.8000031,163,91
01:23:52,147.0,160,47
01:23:56,147.0,156,0
01:24:00,147.0,153,0
01:24:04,147.0,148,0
01:24:08,147.0,144,0
01:24:12,147.0,140,0
01:24:16,147.0,137,0
01:24:20,147.0,141,37
01:24:24,147.0,137,42
01:24:28,147.1999969,134,42
01:24:32,147.6000061,137,0
01:24:36,148.0,134,49
01:24:40,147.6000061,131,49
01:24:44,147.1999969,128,0
01:24:48,146.8000031,125,90
01:24:52,146.8000031,121,73
01:24:56,146.6000061,121,73
01:25:00,146.1999969,120,0
01:25:04,146.0,123,0
01:25:08,146.0,126,0
01:25:12,146.0,123,128
01:25:16,145.1999969,123,128
01:25:20,144.6000061,123,95
01:25:24,144.8000031,124,48
01:25:28,145.3999939,121,38
01:25:32,145.6000061,124,37
01:25:36,145.6000061,128,35
01:25:40,146.0,130,35
01:25:44,146.3999939,132,35
01:25:48,146.6000061,133,34
01:25:52,146.8000031,136,34
01:25:56,147.1999969,140,34
01:26:00,147.6000061,144,34
01:26:04,147.6000061,145,34
01:26:08,147.6000061,146,45
01:26:12,147.8000031,149,49
01:26:16,148.3999939,152,51
01:26:20,148.6000061,155,52
01:26:24,149.0,158,41
01:26:28,148.8000031,160,41
01:26:32,148.8000031,163,38
01:26:36,148.8000031,166,48
01:26:40,149.1999969,169,48
01:26:44,149.6000061,168,0
01:26:48,149.1999969,165,0
01:26:52,148.8000031,158,0
01:26:56,148.1999969,154,0
01:27:00,147.6000061,150,0
01:27:04,147.6000061,145,0
01:27:08,147.8000031,141,0
01:27:12,147.6000061,144,0
01:27:16,147.6000061,147,0
01:27:20,147.8000031,150,35
01:27:24,148.0,151,41
01:27:28,148.0,152,39
01:27:32,150.1999969,149,40
01:27:36,152.1999969,146,44
01:27:40,153.1999969,143,45
01:27:44,154.1999969,143,38
01:27:48,154.6000061,146,38
01:27:52,154.8000031,150,55
01:27:56,155.0,153,55
01:28:00,155.1999969,156,44
01:28:04,155.8000031,159,39
01:28:08,157.6000061,162,36
01:28:12,159.0,165,35
01:28:16,159.8000031,168,35
01:28:20,160.6000061,171,35
01:28:24,161.6000061,174,37
01:28:28,163.0,177,41
01:28:32,164.0,179,41
01:28:36,164.8000031,180,35
01:28:40,164.8000031,180,35
01:28:44,165.6000061,177,35
01:28:48,163.1999969,173,0
01:28:52,161.6000061,170,0
01:28:56,158.3999939,167,0
01:29:00,156.0,164,0
01:29:04,153.8000031,161,0
01:29:08,152.3999939,159,0
01:29:12,151.1999969,159,0
01:29:16,149.8000031,159,87
01:29:20,148.8000031,162,124
01:29:24,148.3999939,165,124
01:29:28,148.1999969,164,0
01:29:32,148.6000061,162,0
01:29:36,148.6000061,159,0
01:29:40,148.6000061,156,0
01:29:44,149.8000031,153,41
01:29:48,150.3999939,156,36
01:29:52,150.6000061,159,35
01:29:56,150.8000031,162,35
01:30:00,151.0,165,34
01:30:04,151.1999969,168,44
01:30:08,151.3999939,168,41
01:30:12,151.3999939,171,41
01:30:16,151.1999969,171,42
01:30:20,151.0,173,41
01:30:24,150.8000031,175,40
01:30:28,150.0,172,0
01:30:32,149.1999969,169,0
01:30:36,149.0,169,0
01:30:40,147.8000031,167,37
01:30:44,147.0,165,37
01:30:48,146.6000061,163,37
01:30:52,146.0,161,37
01:30:56,146.6000061,158,37
01:31:00,146.8000031,155,37
01:31:04,147.1999969,152,33
01:31:08,148.1999969,149,128
01:31:12,147.1999969,146,128
01:31:16,147.0,142,128
01:31:20,146.8000031,140,99
01:31:24,146.3999939,137,45
01:31:28,146.3999939,137,45
01:31:32,146.0,134,37
01:31:36,146.0,131,42
01:31:40,145.0,132,0
01:31:44,144.3999939,130,70
01:31:48,144.8000031,126,0
01:31:52,145.0,129,0
01:31:56,145.0,126,61
01:32:00,145.3999939,130,61
01:32:04,146.0,133,45
01:32:08,146.3999939,134,44
01:32:12,146.8000031,137,46
01:32:16,147.1999969,141,46
01:32:20,147.3999939,146,46
01:32:24,147.3999939,146,46
01:32:28,147.6000061,149,46
01:32:32,148.3999939,151,40
01:32:36,148.6000061,153,39
01:32:40,148.6000061,153,39
01:32:44,148.6000061,157,56
01:32:48,148.8000031,158,43
01:32:52,148.8000031,161,51
01:32:56,149.0,164,52
01:33:00,149.8000031,167,42
01:33:04,150.6000061,165,35
01:33:08,150.8000031,165,36
01:33:12,151.0,162,39
01:33:16,150.8000031,162,43
01:33:20,150.8000031,161,36
01:33:24,150.8000031,162,36
01:33:28,150.8000031,163,36
01:33:32,150.8000031,161,0
01:33:36,151.3999939,125,75
01:33:40,151.3999939,125,75
01:33:44,151.3999939,122,75
01:33:48,151.3999939,122,75
01:33:52,151.6000061,126,75
01:33:56,151.3999939,128,75
01:34:00,151.0,131,75
01:34:04,150.6000061,134,75
01:34:08,150.1999969,134,54
01:34:12,149.8000031,134,54
01:34:16,149.0,134,0
01:34:20,148.6000061,131,0
01:34:24,147.3999939,127,0
01:34:28,147.3999939,123,0
01:34:32,147.6000061,123,0
01:34:36,147.8000031,118,0
01:34:40,147.6000061,121,54
01:34:44,147.6000061,126,54
01:34:48,147.8000031,130,54
01:34:52,147.8000031,133,54
01:34:56,148.0,136,54
01:35:00,148.1999969,140,54
01:35:04,148.3999939,142,53
01:35:08,148.8000031,143,52
01:35:12,149.6000061,144,48
01:35:16,152.3999939,147,32
01:35:20,152.6000061,147,32
01:35:24,152.8000031,148,32
01:35:28,153.0,148,32
01:35:32,153.3999939,149,33
01:35:36,155.1999969,152,39
01:35:40,155.3999939,153,36
01:35:44,156.0,156,44
01:35:48,156.6000061,156,44
01:35:52,157.3999939,158,45
01:35:56,159.3999939,161,45
01:36:00,159.6000061,159,45
01:36:04,160.6000061,162,38
01:36:08,160.8000031,163,44
01:36:12,161.6000061,166,41
01:36:16,162.3999939,169,57
01:36:20,163.8000031,172,37
01:36:24,164.8000031,173,53
01:36:28,165.0,174,37
01:36:32,164.0,171,0
01:36:36,162.0,168,0
01:36:40,161.0,165,0
01:36:44,159.1999969,160,0
01:36:48,158.0,156,0
01:36:52,154.8000031,152,0
01:36:56,153.3999939,148,0
01:37:00,152.0,148,0
01:37:04,150.3999939,151,0
01:37:08,149.1999969,151,42
01:37:12,148.6000061,149,42
01:37:16,148.3999939,152,41
01:37:20,148.1999969,155,39
01:37:24,148.1999969,152,0
01:37:28,148.1999969,149,0
01:37:32,148.3999939,144,0
01:37:36,148.6000061,139,0
01:37:40,148.8000031,138,0
01:37:44,148.8000031,134,0
01:37:48,148.6000061,131,0
01:37:52,149.3999939,128,0
01:37:56,149.8000031,125,0
01:38:00,150.3999939,133,38
01:38:04,150.3999939,139,38
01:38:08,150.6000061,144,38
01:38:12,150.6000061,148,38
01:38:16,151.0,152,38
01:38:20,151.1999969,154,38
01:38:24,151.3999939,159,38
01:38:28,151.6000061,162,38
01:38:32,151.8000031,166,38
01:38:36,152.0,170,38
01:38:40,151.8000031,170,38
01:38:44,151.3999939,173,64
01:38:48,149.1999969,172,0
01:38:52,148.3999939,170,0
01:38:56,147.0,167,0
01:39:00,147.0,163,0
01:39:04,146.8000031,160,0
01:39:08,146.6000061,160,104
01:39:12,146.0,160,104
01:39:16,146.1999969,158,104
01:39:20,146.6000061,155,104
01:39:24,146.8000031,154,104
01:39:28,147.8000031,152,35
01:39:32,147.1999969,152,36
01:39:36,146.3999939,152,47
01:39:40,146.0,152,38
01:39:44,146.0,149,31
01:39:48,145.8000031,150,31
01:39:52,145.0,150,42
01:39:56,144.1999969,149,45
